@id,@lon,@lat,crossing,step_count,surface,incline,highway,step,sidewalk,any
243076640,-2.5270697,51.4815964,zebra,,,,crossing,,,crossing
243077229,-2.5582448,51.4727718,zebra,,,,crossing,,,crossing
243077519,-2.5666889,51.4682627,uncontrolled,,,,crossing,,,crossing
243078546,-2.6086513,51.4619189,uncontrolled,,,,crossing,,,crossing
243078547,-2.6092266,51.4634405,uncontrolled,,,,crossing,,,crossing
243080054,-2.616786,51.4797796,zebra,,,,crossing,,,crossing
243081657,-2.6189361,51.4931153,uncontrolled,,,,crossing,,,crossing
243081659,-2.6186417,51.4933631,uncontrolled,,,,crossing,,,crossing
246190653,-2.6011469,51.4532434,pelican,,,,traffic_signals,,,crossing
260696689,-2.6167311,51.4791947,zebra,,,,crossing,,,crossing
260696690,-2.6153529,51.4714215,uncontrolled,,,,crossing,,,crossing
260696695,-2.6150913,51.4715734,zebra,,,,crossing,,,crossing
260743597,-2.5269561,51.4669978,traffic_signals,,,,crossing,,,crossing
279361328,-2.5962348,51.451481,traffic_signals,,,,crossing,,,crossing
279750117,-2.5971293,51.4533438,traffic_signals,,,,crossing,,,crossing
279752099,-2.5969632,51.4546015,traffic_signals,,,,crossing,,,crossing
279757106,-2.592672,51.4579519,traffic_signals,,,,crossing,,,crossing
279776893,-2.6155923,51.4713952,uncontrolled,,,,crossing,,,crossing
280700096,-2.5870564,51.4899442,uncontrolled,,,,crossing,,,crossing
282190306,-2.5947486,51.498648,uncontrolled,,,,crossing,,,crossing
282190312,-2.5910028,51.4975236,uncontrolled,,,,crossing,,,crossing
282191200,-2.5939145,51.4970479,uncontrolled,,,,crossing,,,crossing
282191573,-2.5911613,51.4979558,uncontrolled,,,,crossing,,,crossing
282230050,-2.5607066,51.4549105,uncontrolled,,,,crossing,,,crossing
282230055,-2.5633045,51.454376,uncontrolled,,,,crossing,,,crossing
282230346,-2.5641007,51.4540679,uncontrolled,,,,crossing,,,crossing
299955823,-2.5847622,51.459389,toucan,,,,crossing,,,crossing
300533401,-2.688836,51.4915619,traffic_signals,,,,crossing,,,crossing
302859309,-2.5828788,51.4499157,uncontrolled,,,,crossing,,,crossing
302859319,-2.5816292,51.4504245,uncontrolled,,,,crossing,,,crossing
313177564,-2.518937,51.4816118,uncontrolled,,,,crossing,,,crossing
318974394,-2.5791087,51.4582645,toucan,,,,crossing,,,crossing
330238403,-2.6162191,51.4705424,traffic_signals,,,,crossing,,,crossing
355952230,-2.6182399,51.4930291,uncontrolled,,,,crossing,,,crossing
357946544,-2.5508899,51.4597285,traffic_signals,,,,crossing,,,crossing
365559371,-2.5913639,51.4569929,traffic_signals,,,,crossing,,,crossing
367036244,-2.5984073,51.4522931,traffic_signals,,,,traffic_signals,,,crossing
367036286,-2.627186,51.4623488,uncontrolled,,,,crossing,,,crossing
368222098,-2.6139567,51.4289024,traffic_signals,,,,crossing,,,crossing
370019857,-2.5572651,51.4376848,traffic_signals,,,,crossing,,,crossing
385564466,-2.5830544,51.4558196,controlled,,,,crossing,,,crossing
418023092,-2.5846062,51.4373891,uncontrolled,,,,crossing,,,crossing
430175227,-2.6061197,51.4561341,traffic_signals,,,,traffic_signals,,,crossing
434412447,-2.5977883,51.4532988,traffic_signals,,,,traffic_signals,,,crossing
435846219,-2.6147872,51.4555079,uncontrolled,,,,crossing,,,crossing
435846244,-2.6174906,51.4636797,island,,,,crossing,,,crossing
435846255,-2.6123746,51.4580527,uncontrolled,,,,crossing,,,crossing
435846346,-2.6038874,51.4588248,uncontrolled,,,,crossing,,,crossing
436181749,-2.5837903,51.4594916,toucan,,,,crossing,,,crossing
436181750,-2.5841864,51.4594191,toucan,,,,crossing,,,crossing
436188561,-2.6079368,51.4569566,traffic_signals,,,,traffic_signals,,,crossing
616706288,-2.5852569,51.4908731,island;unmarked,,,,crossing,,,crossing
621270449,-2.5829132,51.4499733,uncontrolled,,,,crossing,,,crossing
624643654,-2.5437355,51.4836026,uncontrolled,,,,crossing,,,crossing
630801801,-2.5148004,51.4632425,zebra,,,,crossing,,,crossing
644926968,-2.5908639,51.45988,traffic_signals,,,,crossing,,,crossing
811658692,-2.5558483,51.4317084,uncontrolled,,,,crossing,,,crossing
827983387,-2.6279212,51.4079985,uncontrolled,,,,crossing,,,crossing
832782050,-2.6138293,51.4495634,traffic_signals,,,,crossing,,,crossing
834321225,-2.6038072,51.4814488,traffic_signals,,,,traffic_signals,,,crossing
834321233,-2.5904695,51.4879114,traffic_signals,,,,crossing,,,crossing
834321254,-2.6073179,51.4786199,traffic_signals,,,,traffic_signals,,,crossing
834321258,-2.604071,51.4814658,traffic_signals,,,,traffic_signals,,,crossing
834321265,-2.6116404,51.473203,island,,,,crossing,,,crossing
834321268,-2.5904628,51.4880418,traffic_signals,,,,crossing,,,crossing
834321286,-2.581136,51.4970042,traffic_signals,,,,traffic_signals,,,crossing
834321293,-2.590694,51.488009,traffic_signals,,,,crossing,,,crossing
834321309,-2.6039987,51.4816079,traffic_signals,,,,traffic_signals,,,crossing
834321317,-2.590723,51.4878628,traffic_signals,,,,crossing,,,crossing
834321330,-2.6037192,51.4816086,traffic_signals,,,,traffic_signals,,,crossing
840488234,-2.6094834,51.4645742,island;uncontrolled,,,,crossing,,,crossing
841116048,-2.5999923,51.4555303,traffic_signals,,,,traffic_signals,,,crossing
841631197,-2.6016692,51.480409,island,,,,crossing,,,crossing
843507279,-2.6217479,51.4565423,uncontrolled,,,,crossing,,,crossing
854085928,-2.6190667,51.4550531,uncontrolled,,,,crossing,,,crossing
860418726,-2.612921,51.4574452,uncontrolled,,,,crossing,,,crossing
886605193,-2.6218514,51.4952307,traffic_signals,,,,traffic_signals,,,crossing
891026770,-2.5900346,51.4493575,uncontrolled,,,,crossing,,,crossing
918556709,-2.5870603,51.4594224,toucan,,,,crossing,,,crossing
921648225,-2.5979931,51.4525056,traffic_signals,,,,traffic_signals,,,crossing
926890899,-2.6719199,51.4954034,island,,,,crossing,,,crossing
954860259,-2.6144679,51.469625,traffic_signals,,,,crossing,,,crossing
956598303,-2.5998573,51.4525295,traffic_signals,,,,traffic_signals,,,crossing
957739288,-2.5984184,51.4517192,traffic_signals,,,,traffic_signals,,,crossing
957739339,-2.5986114,51.4516927,traffic_signals,,,,traffic_signals,,,crossing
961898914,-2.6139432,51.4688958,traffic_signals,,,,crossing,,,crossing
961898925,-2.6143693,51.469727,traffic_signals,,,,crossing,,,crossing
968226259,-2.5898006,51.448811,uncontrolled,,,,crossing,,,crossing
968226339,-2.5897116,51.4489277,uncontrolled,,,,crossing,,,crossing
968248659,-2.5903085,51.4485805,uncontrolled,,,,crossing,,,crossing
968248662,-2.5904264,51.4485993,uncontrolled,,,,crossing,,,crossing
969246460,-2.6035807,51.4929877,uncontrolled,,,,crossing,,,crossing
974574667,-2.6024818,51.4524652,uncontrolled,,,,crossing,,,crossing
975789123,-2.6036302,51.4497269,uncontrolled,,,,crossing,,,crossing
989058648,-2.6104493,51.4654104,island;uncontrolled,,,,crossing,,,crossing
990470372,-2.5921334,51.4719443,traffic_signals,,,,crossing,,,crossing
995130232,-2.6034825,51.4929584,uncontrolled,,,,crossing,,,crossing
1015062490,-2.589053,51.4802397,uncontrolled,,,,crossing,,,crossing
1015346541,-2.6154524,51.4554443,island,,,,crossing,,,crossing
1022405536,-2.623988,51.4397114,traffic_signals,,,,crossing,,,crossing
1022434399,-2.6164296,51.470783,traffic_signals,,,,traffic_signals,,,crossing
1022434402,-2.6165772,51.4708006,traffic_signals,,,,traffic_signals,,,crossing
1022476574,-2.599653,51.4158325,uncontrolled,,,,crossing,,,crossing
1022476609,-2.6001815,51.4159596,uncontrolled,,,,crossing,,,crossing
1022548035,-2.6119835,51.4579563,uncontrolled,,,,crossing,,,crossing
1022548080,-2.6164929,51.4709544,traffic_signals,,,,traffic_signals,,,crossing
1022607154,-2.6059821,51.4560156,traffic_signals,,,,traffic_signals,,,crossing
1022607182,-2.6077598,51.4569209,traffic_signals,,,,traffic_signals,,,crossing
1023150567,-2.5602073,51.4476006,uncontrolled,,,,crossing,,,crossing
1023150889,-2.5605578,51.4480517,uncontrolled,,,,crossing,,,crossing
1023362546,-2.5988206,51.4163866,uncontrolled,,,,crossing,,,crossing
1023362738,-2.6001989,51.4163851,uncontrolled,,,,crossing,,,crossing
1023362938,-2.6003141,51.4162562,uncontrolled,,,,crossing,,,crossing
1023363093,-2.6002355,51.4170058,uncontrolled,,,,crossing,,,crossing
1023363454,-2.5993692,51.4166971,uncontrolled,,,,crossing,,,crossing
1023363575,-2.6000636,51.4162562,uncontrolled,,,,crossing,,,crossing
1023772774,-2.5945873,51.4534707,uncontrolled,,,,crossing,,,crossing
1025580199,-2.5745742,51.4702219,uncontrolled,,,,crossing,,,crossing
1044211041,-2.6181336,51.454023,uncontrolled,,,,crossing,,,crossing
1044904485,-2.6167492,51.485069,uncontrolled,,,,crossing,,,crossing
1044904507,-2.6171031,51.4881701,uncontrolled,,,,crossing,,,crossing
1044904519,-2.6172576,51.4881215,uncontrolled,,,,crossing,,,crossing
1044904574,-2.6173334,51.4879577,uncontrolled,,,,crossing,,,crossing
1044904584,-2.6172847,51.4880342,uncontrolled,,,,crossing,,,crossing
1044904619,-2.6123307,51.4847714,uncontrolled,,,,crossing,,,crossing
1044932777,-2.6121634,51.4802136,uncontrolled,,,,crossing,,,crossing
1044932861,-2.6123591,51.4801413,uncontrolled,,,,crossing,,,crossing
1044963476,-2.5571152,51.4377549,traffic_signals,,,,crossing,,,crossing
1044963536,-2.5572422,51.4377752,traffic_signals,,,,crossing,,,crossing
1044963553,-2.5571539,51.4378161,traffic_signals,,,,crossing,,,crossing
1044973830,-2.5389365,51.4293976,traffic_signals,,,,crossing,,,crossing
1044973837,-2.5382605,51.4293711,traffic_signals,,,,crossing,,,crossing
1045079038,-2.689153,51.4915277,traffic_signals,,,,crossing,,,crossing
1045079141,-2.6875496,51.4897556,traffic_signals,,,,crossing,,,crossing
1045079189,-2.6891363,51.4914309,traffic_signals,,,,crossing,,,crossing
1045079370,-2.6890193,51.4914798,traffic_signals,,,,crossing,,,crossing
1045079470,-2.6892349,51.4916026,traffic_signals,,,,crossing,,,crossing
1045079483,-2.6771681,51.4850476,traffic_signals,,,,crossing,,,crossing
1094131028,-2.6083222,51.4776421,uncontrolled,,,,crossing,,,crossing
1094131261,-2.6101201,51.4760454,uncontrolled,,,,crossing,,,crossing
1095623159,-2.5836923,51.4650797,uncontrolled,,,,crossing,,,crossing
1108336030,-2.5985516,51.4523266,traffic_signals,,,,crossing,,,crossing
1130519924,-2.5975655,51.4560634,uncontrolled,,,,crossing,,,crossing
1147271118,-2.5932726,51.4573142,uncontrolled,,,,crossing,,,crossing
1189120632,-2.57037,51.4069134,uncontrolled,,,,crossing,,,crossing
1203670719,-2.6241361,51.4742998,traffic_signals,,,,traffic_signals,,,crossing
1213806643,-2.5708876,51.4571652,traffic_signals,,,,crossing,,,crossing
1214584458,-2.515242,51.4688629,zebra,,,,crossing,,,crossing
1217529228,-2.6773529,51.4896487,uncontrolled,,,,crossing,,,crossing
1217529351,-2.674875,51.4889351,uncontrolled,,,,crossing,,,crossing
1221382894,-2.5709491,51.463528,traffic_signals,,,,crossing,,,crossing
1225819451,-2.6881311,51.4896346,zebra,,,,crossing,,,crossing
1225819498,-2.6879682,51.4897278,zebra,,,,crossing,,,crossing
1230607424,-2.5800515,51.42138,traffic_signals,,,,crossing,,,crossing
1230607442,-2.5807016,51.4212505,traffic_signals,,,,crossing,,,crossing
1230607484,-2.5801008,51.4214399,traffic_signals,,,,crossing,,,crossing
1230607543,-2.5808244,51.4213061,traffic_signals,,,,crossing,,,crossing
1230607645,-2.5810191,51.4213545,traffic_signals,,,,crossing,,,crossing
1230607759,-2.5800705,51.4212296,traffic_signals,,,,crossing,,,crossing
1230607791,-2.5798975,51.4213301,traffic_signals,,,,crossing,,,crossing
1230607856,-2.5800392,51.421284,traffic_signals,,,,crossing,,,crossing
1230607882,-2.5808388,51.4214041,traffic_signals,,,,crossing,,,crossing
1230607912,-2.5805725,51.4211888,traffic_signals,,,,crossing,,,crossing
1230607928,-2.5808022,51.4214671,traffic_signals,,,,crossing,,,crossing
1230607993,-2.580215,51.4214874,traffic_signals,,,,crossing,,,crossing
1230840418,-2.5419638,51.4492782,uncontrolled,,,,crossing,,,crossing
1233105991,-2.6194823,51.4418116,uncontrolled,,,,crossing,,,crossing
1233490854,-2.5712029,51.4632551,traffic_signals,,,,crossing,,,crossing
1233490879,-2.5711383,51.4633289,traffic_signals,,,,crossing,,,crossing
1233490883,-2.5712647,51.4629951,traffic_signals,,,,crossing,,,crossing
1233490904,-2.5708586,51.4633598,traffic_signals,,,,crossing,,,crossing
1233490908,-2.5712069,51.4629669,traffic_signals,,,,crossing,,,crossing
1233490925,-2.5711483,51.4629453,traffic_signals,,,,crossing,,,crossing
1233490940,-2.5710758,51.4634361,traffic_signals,,,,crossing,,,crossing
1234761878,-2.6021765,51.4413424,uncontrolled,,,,crossing,,,crossing
1234969147,-2.5543841,51.4360712,traffic_signals,,,,crossing,,,crossing
1235230168,-2.5781882,51.4440181,uncontrolled,,,,crossing,,,crossing
1238469576,-2.5835389,51.437917,uncontrolled,,,,crossing,,,crossing
1242132572,-2.5821022,51.4602659,toucan,,,,crossing,,,crossing
1242132574,-2.5829833,51.4598118,traffic_signals,,,,crossing,,,crossing
1242132577,-2.5824106,51.4604994,toucan,,,,crossing,,,crossing
1242132578,-2.5822408,51.4602095,toucan,,,,crossing,,,crossing
1242132602,-2.5822646,51.4603042,toucan,,,,crossing,,,crossing
1242132603,-2.5828515,51.4598538,traffic_signals,,,,crossing,,,crossing
1249598233,-2.5597674,51.4748701,traffic_signals,,,,crossing,,,crossing
1249598241,-2.5646227,51.4733212,uncontrolled,,,,crossing,,,crossing
1280674364,-2.5840213,51.4595031,toucan,,,,crossing,,,crossing
1280674371,-2.5839058,51.4595973,toucan,,,,crossing,,,crossing
1280821682,-2.5811215,51.4596284,uncontrolled,,,,crossing,,,crossing
1353615281,-2.5699167,51.4542383,traffic_signals,,,,crossing,,,crossing
1353800523,-2.5604981,51.4459074,traffic_signals,,,,crossing,,,crossing
1353835416,-2.5599963,51.445909,traffic_signals,,,,crossing,,,crossing
1359212847,-2.5915375,51.4459624,traffic_signals,,,,crossing,,,crossing
1359212854,-2.5914667,51.4460411,traffic_signals,,,,crossing,,,crossing
1361938257,-2.5990051,51.4766284,uncontrolled,,,,crossing,,,crossing
1375293000,-2.6167899,51.4346691,traffic_signals,,,,crossing,,,crossing
1375293002,-2.6168202,51.4348096,traffic_signals,,,,crossing,,,crossing
1375293007,-2.6185482,51.434929,traffic_signals,,,,crossing,,,crossing
1375293010,-2.6182603,51.4350392,traffic_signals,,,,crossing,,,crossing
1377485428,-2.5936431,51.4141255,traffic_signals,,,,crossing,,,crossing
1377485432,-2.5955941,51.4142206,traffic_signals,,,,crossing,,,crossing
1377485439,-2.5935644,51.4147905,traffic_signals,,,,crossing,,,crossing
1382252934,-2.5912611,51.4588806,traffic_signals,,,,crossing,,,crossing
1395818876,-2.5338935,51.4383713,uncontrolled,,,,crossing,,,crossing
1407289475,-2.6294944,51.4225382,uncontrolled,,,,crossing,,,crossing
1408187634,-2.6136746,51.4272334,uncontrolled,,,,crossing,,,crossing
1420456596,-2.5978708,51.442777,uncontrolled,,,,crossing,,,crossing
1420920217,-2.6252279,51.4406936,pelican,,,,crossing,,,crossing
1422417135,-2.5781616,51.4418069,traffic_signals,,,,crossing,,,crossing
1468343652,-2.5264909,51.4266282,traffic_signals,,,,crossing,,,crossing
1481278142,-2.6294025,51.4572835,traffic_signals,,,,traffic_signals,,,crossing
1594036678,-2.6011066,51.4624552,uncontrolled,,,,crossing,,,crossing
1594036679,-2.5959943,51.4655169,uncontrolled,,,,crossing,,,crossing
1601787356,-2.6891497,51.4926905,traffic_signals,,,,crossing,,,crossing
1601787545,-2.6893134,51.4925995,traffic_signals,,,,crossing,,,crossing
1652213865,-2.6261746,51.4829137,uncontrolled,,,,crossing,,,crossing
1664283045,-2.5848262,51.4732126,uncontrolled,,,,crossing,,,crossing
1668960247,-2.5868632,51.4650868,traffic_signals,,,,traffic_signals,,,crossing
1668969827,-2.5776604,51.4663642,traffic_signals,,,,crossing,,,crossing
1670399717,-2.6079685,51.4401775,uncontrolled,,,,crossing,,,crossing
1670399728,-2.610837,51.4405689,uncontrolled,,,,crossing,,,crossing
1670399764,-2.6136771,51.4422242,uncontrolled,,,,crossing,,,crossing
1671745800,-2.6060892,51.4361372,uncontrolled,,,,crossing,,,crossing
1671745870,-2.6042748,51.4373223,uncontrolled,,,,crossing,,,crossing
1671780377,-2.5574252,51.4262684,uncontrolled,,,,crossing,,,crossing
1671780432,-2.5486211,51.4306507,uncontrolled,,,,crossing,,,crossing
1673231636,-2.5967495,51.4499613,controlled,,,,traffic_signals,,,crossing
1687101200,-2.5950749,51.4284595,uncontrolled,,,,crossing,,,crossing
1687101371,-2.5961833,51.4284643,uncontrolled,,,,crossing,,,crossing
1687101399,-2.5952129,51.4285486,uncontrolled,,,,crossing,,,crossing
1693009137,-2.584431,51.4516873,controlled,,,,crossing,,,crossing
1693009152,-2.5845497,51.4517756,controlled,,,,crossing,,,crossing
1693009159,-2.5846419,51.4517837,controlled,,,,crossing,,,crossing
1693009161,-2.5841892,51.4517814,controlled,,,,crossing,,,crossing
1693009171,-2.5841262,51.4518713,controlled,,,,crossing,,,crossing
1693009179,-2.5847015,51.4520674,controlled,,,,crossing,,,crossing
1693328071,-2.5837627,51.4552587,controlled,,,,crossing,,,crossing
1693328074,-2.5836752,51.4553422,controlled,,,,crossing,,,crossing
1693328103,-2.5830656,51.4556739,controlled,,,,crossing,,,crossing
1693328104,-2.5832167,51.4556776,controlled,,,,crossing,,,crossing
1693328112,-2.5836637,51.4559221,controlled,,,,crossing,,,crossing
1693328114,-2.5836233,51.456013,controlled,,,,crossing,,,crossing
1703008024,-2.5475691,51.4119489,uncontrolled,,,,crossing,,,crossing
1720290723,-2.6277757,51.4211014,uncontrolled,,,,crossing,,,crossing
1720339008,-2.5599192,51.4747511,traffic_signals,,,,crossing,,,crossing
1721726571,-2.5682972,51.4134152,uncontrolled,,,,crossing,,,crossing
1741941946,-2.6150853,51.4704228,traffic_signals,,,,traffic_signals,,,crossing
1760524481,-2.5610937,51.4420867,traffic_signals,,,,crossing,,,crossing
1763654437,-2.6087165,51.4596568,traffic_signals,,,,crossing,,,crossing
1763654438,-2.608571,51.4597983,traffic_signals,,,,crossing,,,crossing
1764644621,-2.6012969,51.4699307,uncontrolled,,,,crossing,,,crossing
1823180863,-2.5960439,51.4553401,traffic_signals,,,,crossing,,,crossing
1827272908,-2.5597644,51.4516025,uncontrolled,,,,crossing,,,crossing
1829621922,-2.5825433,51.4512186,uncontrolled,,,,crossing,,,crossing
1831777328,-2.5903815,51.4532294,uncontrolled,,,,crossing,,,crossing
1835888604,-2.6418197,51.4864705,uncontrolled,,,,crossing,,,crossing
1849132108,-2.5930266,51.5031105,uncontrolled,,,,crossing,,,crossing
1876621696,-2.5852385,51.4869496,traffic_signals,,,,crossing,,,crossing
1876656276,-2.5963552,51.4515398,traffic_signals,,,,crossing,,,crossing
1876656291,-2.596392,51.4519126,traffic_signals,,,,traffic_signals,,,crossing
1892874547,-2.6012345,51.4506331,traffic_signals,,,,traffic_signals,,,crossing
1897038686,-2.6130401,51.4795358,uncontrolled,,,,crossing,,,crossing
1909287100,-2.5947449,51.4533759,traffic_signals,,,,traffic_signals,,,crossing
1913249541,-2.5986044,51.4522395,traffic_signals,,,,traffic_signals,,,crossing
1918937847,-2.5910493,51.4969237,uncontrolled,,,,crossing,,,crossing
1932943594,-2.618443,51.4933692,uncontrolled,,,,crossing,,,crossing
1938757352,-2.6189109,51.4930574,uncontrolled,,,,crossing,,,crossing
1949704742,-2.6164841,51.470865,traffic_signals,,,,traffic_signals,,,crossing
1949894529,-2.6211382,51.4612279,uncontrolled,,,,crossing,,,crossing
1968575573,-2.6077651,51.4570479,traffic_signals,,,,traffic_signals,,,crossing
1968583294,-2.6084641,51.4576391,uncontrolled,,,,crossing,,,crossing
1968626123,-2.6028497,51.4526824,uncontrolled,,,,crossing,,,crossing
1969856229,-2.6044715,51.4557606,traffic_signals,,,,traffic_signals,,,crossing
1970089948,-2.6089659,51.4581342,uncontrolled,,,,crossing,,,crossing
1970089951,-2.6088701,51.4581347,uncontrolled,,,,crossing,,,crossing
1972085967,-2.5822921,51.4501281,uncontrolled,,,,crossing,,,crossing
1972085971,-2.582691,51.4501692,uncontrolled,,,,crossing,,,crossing
1975310909,-2.591842,51.4987432,uncontrolled,,,,crossing,,,crossing
1975737532,-2.6244153,51.4742927,traffic_signals,,,,traffic_signals,,,crossing
1975737534,-2.6245098,51.474468,traffic_signals,,,,traffic_signals,,,crossing
1975737542,-2.6242737,51.4744694,traffic_signals,,,,traffic_signals,,,crossing
1982000027,-2.5922907,51.5010569,traffic_signals,,,,traffic_signals,,,crossing
1986278374,-2.6059831,51.4562152,traffic_signals,,,,traffic_signals,,,crossing
1986278380,-2.6084265,51.457584,uncontrolled,,,,crossing,,,crossing
2019018857,-2.5908906,51.4492221,uncontrolled,,,,crossing,,,crossing
2027862825,-2.586964,51.4592919,toucan,,,,crossing,,,crossing
2031021136,-2.5452348,51.48404,uncontrolled,,,,crossing,,,crossing
2031103219,-2.6140349,51.4690048,island,,,,crossing,,,crossing
2031103220,-2.6139965,51.4690133,island,,,,crossing,,,crossing
2031647673,-2.6160565,51.4794749,island,,,,crossing,,,crossing
2035023730,-2.5864673,51.4104581,traffic_signals,,,,crossing,,,crossing
2035023732,-2.586017,51.4104898,traffic_signals,,,,crossing,,,crossing
2035023734,-2.5866134,51.4107036,traffic_signals,,,,crossing,,,crossing
2035023735,-2.5861295,51.4107345,traffic_signals,,,,crossing,,,crossing
2035023737,-2.5862644,51.4107742,traffic_signals,,,,crossing,,,crossing
2035677739,-2.5925039,51.4980631,uncontrolled,,,,crossing,,,crossing
2036251327,-2.5847044,51.4127074,uncontrolled,,,,crossing,,,crossing
2036824191,-2.5959975,51.4851652,traffic_signals,,,,crossing,,,crossing
2043096354,-2.5932624,51.4579628,traffic_signals,,,,traffic_signals,,,crossing
2043096365,-2.5947493,51.4587025,uncontrolled,,,,crossing,,,crossing
2045998017,-2.6042866,51.4557927,traffic_signals,,,,traffic_signals,,,crossing
2045998021,-2.6042648,51.4558484,traffic_signals,,,,traffic_signals,,,crossing
2092543877,-2.6077423,51.4905035,traffic_signals,,,,traffic_signals,,,crossing
